pair,left,right,k_index,coordinate_fractional,band_index,left_eigenvalue_ha,right_eigenvalue_ha,left_occupation,right_occupation,group,occupation_classification_matches,raw_difference_ha,raw_difference_ev,raw_difference_mev,raw_difference_uev,global_reference_difference_ha,global_reference_difference_ev,global_reference_difference_mev,global_reference_difference_uev,mg_C_diagnostic_ha
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",15,0.06100683133081215,0.06100672751265537,1.092180849269035e-57,1.092294243357766e-57,empty,True,1.038181567797336e-07,2.825035963479142e-06,0.002825035963479142,2.825035963479142,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",16,0.06100683133081279,0.06100672751265838,1.092180849268321e-57,1.092294243354444e-57,empty,True,1.0381815441357078e-07,2.8250358990925718e-06,0.0028250358990925717,2.8250358990925717,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",17,0.06559166867072778,0.06559085277096612,1.114615299565253e-59,1.115525085018926e-59,empty,True,8.15899761669181e-07,2.2201763552783927e-05,0.022201763552783926,22.201763552783927,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",18,0.06559166867072842,0.06559085277096681,1.114615299564556e-59,1.115525085018165e-59,empty,True,8.158997616136698e-07,2.2201763551273393e-05,0.022201763551273394,22.20176355127339,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",19,0.1027212622462766,0.1027211411499545,8.355018095856599e-76,8.356029919081802e-76,empty,True,1.210963221087713e-07,3.2951987938695043e-06,0.0032951987938695045,3.2951987938695044,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",20,0.1027212622462779,0.1027211411499712,8.35501809584615e-76,8.35602991894263e-76,empty,True,1.2109630669054905e-07,3.295198374318303e-06,0.003295198374318303,3.295198374318303,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",21,0.1028746780712616,0.1028745518917121,7.166708638129729e-76,7.167612987250946e-76,empty,True,1.2617954950333576e-07,3.4335204578791497e-06,0.0034335204578791498,3.43352045787915,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",22,0.1028746780712622,0.1028745518917362,7.166708638125044e-76,7.167612987078397e-76,empty,True,1.26179526008241e-07,3.4335198185450512e-06,0.003433519818545051,3.4335198185450513,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",23,0.253972972585237,0.2539729357379036,0.0,0.0,empty,True,3.684733340669766e-08,1.0026670214640888e-06,0.0010026670214640888,1.0026670214640887,,,,,
D36_minus_Q36,D36,Q36,1,"[0.0,0.0,0.0]",24,0.2539729725941373,0.253972935833603,0.0,0.0,empty,True,3.676053433876447e-08,1.0003050985007678e-06,0.0010003050985007678,1.0003050985007678,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",1,-3.289853169577084,-3.289852521486123,1.0,1.0,occupied,True,-6.480909608974628e-07,-1.763545345950983e-05,-0.01763545345950983,-17.63545345950983,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",2,-3.289853169487348,-3.289852521396671,1.0,1.0,occupied,True,-6.480906771244577e-07,-1.763544573765298e-05,-0.01763544573765298,-17.63544573765298,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",3,-1.660668305506527,-1.66066786232185,1.0,1.0,occupied,True,-4.4318467695703134e-07,-1.2059669422978095e-05,-0.012059669422978096,-12.059669422978095,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",4,-1.660667837996386,-1.660667394793035,1.0,1.0,occupied,True,-4.4320335090830554e-07,-1.2060177567078957e-05,-0.012060177567078957,-12.060177567078957,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",5,-1.652578634576126,-1.652578195115483,1.0,1.0,occupied,True,-4.394606429869441e-07,-1.1958333296224897e-05,-0.011958333296224897,-11.958333296224897,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",6,-1.652578307101512,-1.652577867628052,1.0,1.0,occupied,True,-4.394734600676742e-07,-1.195868206675919e-05,-0.01195868206675919,-11.95868206675919,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",7,-1.648907956083683,-1.648907532663824,1.0,1.0,occupied,True,-4.234198589525562e-07,-1.1521841326176802e-05,-0.011521841326176802,-11.521841326176801,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",8,-1.648907325718075,-1.648906902270173,1.0,1.0,occupied,True,-4.234479020759352e-07,-1.1522604418438612e-05,-0.011522604418438612,-11.522604418438613,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",9,-0.1526724901708498,-0.1526725958691947,1.0,1.0,occupied,True,1.0569834490992136e-07,2.87619848890479e-06,0.0028761984889047903,2.87619848890479,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",10,-0.1526724870371818,-0.1526725927368726,1.0,1.0,occupied,True,1.0569969077778296e-07,2.876235111835008e-06,0.0028762351118350083,2.8762351118350082,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",11,0.01289852182652848,0.01289820562772221,8.540197388124428e-37,8.542898215320564e-37,empty,True,3.1619880627026253e-07,8.604207847938233e-06,0.008604207847938233,8.604207847938232,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",12,0.01289860859426408,0.01289829239173022,8.539456406682626e-37,8.542157031385829e-37,empty,True,3.162025338596802e-07,8.604309280813644e-06,0.008604309280813644,8.604309280813645,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",13,0.03612597188758392,0.03612581539162541,6.980949854216516e-47,6.98204243014487e-47,empty,True,1.5649595851152664e-07,4.258471972992169e-06,0.004258471972992169,4.258471972992169,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",14,0.03612605507516006,0.03612589859275389,6.980369150073125e-47,6.981461540501289e-47,empty,True,1.564824061717207e-07,4.258103195039173e-06,0.004258103195039173,4.2581031950391734,,,,,
D36_minus_Q36,D36,Q36,2,"[0.125,0.0625,-0.1875]",15,0.05633573850638933,0.05633561752725136,1.166606509169566e-55,1.166747652756911e-55,empty,True,1.209791379713776e-07,3.2920100510449822e-06,0.003292010051044982,3.2920100510449823,,,,,
