kpoint_index,k_fractional,band,occupation,dftk_ha,qe_ha,delta_ha,dftk_global_reference_ha,qe_global_reference_ha,global_reference_delta_ha,independent_C_residual_ha
2,"[0, 0, -0.5]",5,0.0,0.2325123250107256,0.2819160206524445,-0.04940369564171887,0.04880285976732393,0.04880286337847378,-3.611149851368012e-09,-9.629862829929614e-07
2,"[0, 0, -0.5]",6,0.0,0.299045037725995,0.348448490258437,-0.049403452532441994,0.11533557248259332,0.1153353329844663,2.3949812702483975e-07,-7.198770061167536e-07
2,"[0, 0, -0.5]",7,0.0,0.29904503772601404,0.3484486090480498,-0.049403571322035766,0.11533557248261236,0.11533545177407911,1.2070853325218955e-07,-8.386665998894038e-07
2,"[0, 0, -0.5]",8,0.0,0.450755730418682,0.5001597488417586,-0.04940401842307662,0.2670462651752803,0.2670465915677879,-3.2639250763244476e-07,-1.2857676407462826e-06
3,"[0, -0.5, 0]",1,2.0,-0.17189839213267852,-0.122494815842719,-0.04940357628995952,-0.3556078573760802,-0.3556079731166897,1.157406094853819e-07,-8.436345236423337e-07
3,"[0, -0.5, 0]",2,2.0,-0.07719382100747213,-0.02779015214390344,-0.04940366886356869,-0.2609032862508738,-0.26090330941787415,2.316700037363617e-08,-9.362081328095906e-07
3,"[0, -0.5, 0]",3,2.0,0.13862889075996676,0.1880324217747538,-0.04940353101478703,-0.045080574483434915,-0.0450807354992169,1.6101578198535194e-07,-7.983593511562415e-07
3,"[0, -0.5, 0]",4,2.0,0.13862889076002188,0.1880325245503207,-0.04940363379029883,-0.04508057448337979,-0.04508063272364998,5.824027018985767e-08,-9.011348629517357e-07
3,"[0, -0.5, 0]",5,0.0,0.23251232501070984,0.2819160060514299,-0.04940368104072007,0.048802859767308165,0.04880284877745922,1.0989848947540182e-08,-9.483852841940532e-07
3,"[0, -0.5, 0]",6,0.0,0.2990450377260057,0.3484484847373795,-0.04940344701137378,0.11533557248260404,0.1153353274634088,2.4501919523856053e-07,-7.143559379030329e-07
3,"[0, -0.5, 0]",7,0.0,0.29904503772602453,0.3484485934925076,-0.04940355576648309,0.11533557248262286,0.11533543621853692,1.362640859314812e-07,-8.231110472101122e-07
3,"[0, -0.5, 0]",8,0.0,0.4507557304186813,0.5001597288093736,-0.04940399839069237,0.26704626517527963,0.26704657153540295,-3.06360123325522e-07,-1.265735256494871e-06
4,"[0, -0.5, -0.5]",1,2.0,-0.10551981454520132,-0.05611636614967688,-0.049403448395524435,-0.289229279788603,-0.2892295234236476,2.4363504458335683e-07,-7.157400885582366e-07
4,"[0, -0.5, -0.5]",2,2.0,-0.10551981454518156,-0.05611604715802647,-0.04940376738715509,-0.28922927978858326,-0.2892292044319972,-7.53565860822647e-08,-1.0347317192099803e-06
4,"[0, -0.5, -0.5]",3,2.0,0.07601162488093131,0.1254151463367441,-0.049403521455812796,-0.10769784036247036,-0.10769801093722658,1.7057475622250795e-07,-7.888003769190854e-07
4,"[0, -0.5, -0.5]",4,2.0,0.07601162488095925,0.1254152221936579,-0.04940359731269864,-0.10769784036244243,-0.1076979350803128,9.471787038028978e-08,-8.646572627613036e-07
4,"[0, -0.5, -0.5]",5,0.0,0.19897455529697458,0.2483782003703744,-0.04940364507339981,0.015265090053572905,0.015265043096403696,4.69571692085502e-08,-9.124179639330432e-07
4,"[0, -0.5, -0.5]",6,0.0,0.19897455529697788,0.2483783204583247,-0.04940376516134681,0.015265090053576208,0.015265163184354003,-7.313077779458332e-08,-1.0325059109361767e-06
4,"[0, -0.5, -0.5]",7,0.0,0.5476115771517459,0.5970151944780171,-0.04940361732627119,0.3639021119083442,0.3639020372040464,7.470429780331855e-08,-8.846708353105193e-07
4,"[0, -0.5, -0.5]",8,0.0,0.5476115771518341,0.5970152524054706,-0.049403675253636536,0.36390211190843236,0.3639020951314999,1.6776932454387605e-08,-9.425982006594502e-07
5,"[-0.5, 0, 0]",1,2.0,-0.17189839213268976,-0.1224947414626734,-0.049403650670016355,-0.35560785737609146,-0.3556078987366441,4.1360552649472027e-08,-9.180145804782436e-07
5,"[-0.5, 0, 0]",2,2.0,-0.077193821007454,-0.02779030232965982,-0.04940351867779419,-0.2609032862508557,-0.26090345960363054,1.733527748570829e-07,-7.860223583122661e-07
5,"[-0.5, 0, 0]",3,2.0,0.13862889075997709,0.1880324673641359,-0.04940357660415881,-0.04508057448342459,-0.0450806899098348,1.1542641020767519e-07,-8.439487229339182e-07
5,"[-0.5, 0, 0]",4,2.0,0.13862889075999024,0.1880325156516519,-0.04940362489166167,-0.045080574483411434,-0.045080641622318784,6.713890735032813e-08,-8.922362257912653e-07
5,"[-0.5, 0, 0]",5,0.0,0.23251232501081914,0.2819160810919802,-0.04940375608116104,0.04880285976741747,0.04880292381800949,-6.40505920246337e-08,-1.023425725166227e-06
5,"[-0.5, 0, 0]",6,0.0,0.2990450377259472,0.3484485508495218,-0.049403513123574605,0.11533557248254553,0.11533539357555112,1.789069944135857e-07,-7.804681387280077e-07
5,"[-0.5, 0, 0]",7,0.0,0.2990450377259497,0.3484485998625911,-0.04940356213664138,0.11533557248254803,0.11533544258862038,1.2989392764173324e-07,-8.294812054998602e-07
5,"[-0.5, 0, 0]",8,0.0,0.45075573041869316,0.5001598113436379,-0.04940408092494469,0.2670462651752915,0.26704665406966716,-3.8889437564693097e-07,-1.34826950881628e-06
6,"[-0.5, 0, -0.5]",1,2.0,-0.10551981454519922,-0.05611633269483131,-0.049403481850367914,-0.2892292797886009,-0.289229489968802,2.101802010767706e-07,-7.491949320370672e-07
6,"[-0.5, 0, -0.5]",2,2.0,-0.10551981454518156,-0.05611608086592203,-0.04940373367925953,-0.28922927978858326,-0.2892292381398927,-4.164869055189868e-08,-1.0010238236518587e-06
6,"[-0.5, 0, -0.5]",3,2.0,0.0760116248809246,0.1254151347483322,-0.049403509867407616,-0.10769784036247708,-0.10769802252563848,1.821631614024044e-07,-7.77211971739189e-07
6,"[-0.5, 0, -0.5]",4,2.0,0.07601162488096602,0.1254152339509444,-0.04940360906997837,-0.10769784036243565,-0.1076979233230263,8.29605906471631e-08,-8.764145424944303e-07
6,"[-0.5, 0, -0.5]",5,0.0,0.19897455529696786,0.2483782247738721,-0.04940366947690425,0.015265090053566188,0.015265067499901419,2.255366476910936e-08,-9.36821468372484e-07
6,"[-0.5, 0, -0.5]",6,0.0,0.1989745552969841,0.2483782981052343,-0.04940374280825019,0.015265090053582425,0.015265140831263596,-5.0777681170899314e-08,-1.0101528143124927e-06
6,"[-0.5, 0, -0.5]",7,0.0,0.5476115771517275,0.5970152062967591,-0.0494036291450316,0.3639021119083258,0.3639020490227884,6.288553738853508e-08,-8.964895957253027e-07
6,"[-0.5, 0, -0.5]",8,0.0,0.5476115771518492,0.5970152524512895,-0.04940367529944034,0.36390211190844746,0.3639020951773188,1.673112864919446e-08,-9.426440044646434e-07
7,"[-0.5, -0.5, 0]",1,2.0,-0.10551981454519734,-0.05611631410138498,-0.04940350044381236,-0.289229279788599,-0.28922947137535565,1.9158675662600544e-07,-7.677883764808935e-07
7,"[-0.5, -0.5, 0]",2,2.0,-0.10551981454518371,-0.05611609813188756,-0.04940371641329615,-0.28922927978858537,-0.28922925540585825,-2.438272711513534e-08,-9.837578602706065e-07
7,"[-0.5, -0.5, 0]",3,2.0,0.07601162488093156,0.1254151515844284,-0.04940352670349683,-0.10769784036247011,-0.1076980056895423,1.6532707218519516e-07,-7.940480609563982e-07
7,"[-0.5, -0.5, 0]",4,2.0,0.07601162488095993,0.1254152083857949,-0.049403583504834966,-0.10769784036244175,-0.1076979488881758,1.0852573405217836e-07,-8.50849399089415e-07
7,"[-0.5, -0.5, 0]",5,0.0,0.1989745552969712,0.2483782491126874,-0.049403693815716215,0.015265090053569519,0.015265091838716716,-1.7851471967311738e-09,-9.611602803383246e-07
7,"[-0.5, -0.5, 0]",6,0.0,0.19897455529698077,0.2483782846558342,-0.04940372935885343,0.015265090053579095,0.015265127381863502,-3.732828440794478e-08,-9.967034175495382e-07
7,"[-0.5, -0.5, 0]",7,0.0,0.5476115771517454,0.5970152137519811,-0.04940363660023572,0.36390211190834365,0.3639020564780104,5.5430333267825205e-08,-9.039447998460126e-07
7,"[-0.5, -0.5, 0]",8,0.0,0.547611577151835,0.5970152308597676,-0.04940365370793265,0.36390211190843325,0.3639020735857969,3.832263634206967e-08,-9.210524967717681e-07
8,"[-0.5, -0.5, -0.5]",1,2.0,-0.17189839213267744,-0.1224947850731101,-0.04940360705956734,-0.35560785737607914,-0.3556079423470808,8.497100167925709e-08,-8.744041314623363e-07
8,"[-0.5, -0.5, -0.5]",2,2.0,-0.07719382100747557,-0.0277902141510171,-0.049403606856458476,-0.2609032862508772,-0.2609033714249878,8.517411059782987e-08,-8.742010225992747e-07
8,"[-0.5, -0.5, -0.5]",3,2.0,0.138628890759968,0.1880324185235948,-0.0494035277636268,-0.045080574483433666,-0.04508073875037588,1.6426694221527427e-07,-7.951081909263191e-07
8,"[-0.5, -0.5, -0.5]",4,2.0,0.1386288907600223,0.1880325340223816,-0.0494036432623593,-0.045080574483379376,-0.0450806232515891,4.876820972055107e-08,-9.106069234210423e-07
8,"[-0.5, -0.5, -0.5]",5,0.0,0.23251232501070906,0.2819160518471062,-0.049403726836397155,0.04880285976730739,0.048802894573135525,-3.480582813630839e-08,-9.941809612779018e-07
8,"[-0.5, -0.5, -0.5]",6,0.0,0.29904503772600666,0.348448495815895,-0.04940345808988833,0.11533557248260498,0.11533533854192429,2.3394068068838259e-07,-7.254344524532108e-07
8,"[-0.5, -0.5, -0.5]",7,0.0,0.29904503772602736,0.3484486158177217,-0.04940357809169432,0.11533557248262569,0.11533545854375099,1.1393887469623998e-07,-8.454362584453534e-07
8,"[-0.5, -0.5, -0.5]",8,0.0,0.45075573041868155,0.5001597589983169,-0.04940402857963533,0.26704626517527985,0.2670466017243462,-3.365490663376214e-07,-1.2959241994514592e-06
