k_fractional,band,occupation,before_ha,after_ha,raw_delta_ha,before_gamma_reference_ha,after_gamma_reference_ha,gamma_reference_delta_ha
"[0, 0, 0]",1,2.0,-0.2096303850835582,-0.2096311468026683,-7.617191101205734e-07,-0.4427443646479195,-0.442744304076639,6.057128049130611e-08
"[0, 0, 0]",2,2.0,0.233113738028713,0.2331129811371087,-7.568916042810514e-07,-2.415356483154163e-07,-1.7613686198458822e-07,6.539878633082807e-08
"[0, 0, 0]",3,2.0,0.2331138497457338,0.2331130935456687,-7.562000650940259e-07,-1.2981862751448858e-07,-6.372830199663504e-08,6.609032551785354e-08
"[0, 0, 0]",4,2.0,0.2331139795643613,0.2331131572739707,-8.222903906118795e-07,0.0,0.0,0.0
"[0, 0, 0]",5,0.0,0.3211514251335335,0.3211509219596729,-5.031738606331437e-07,0.0880374455691722,0.08803776468570218,3.1911652997873574e-07
"[0, 0, 0]",6,0.0,0.3211514900070436,0.3211509548075693,-5.351994743496569e-07,0.08803751044268232,0.08803779753359858,2.870909162622226e-07
"[0, 0, 0]",7,0.0,0.3211515801872817,0.321151021206034,-5.589812476780587e-07,0.08803760062292038,0.08803786393206331,2.633091429338208e-07
"[0, 0, 0]",8,0.0,0.3494498909874713,0.3494481927897013,-1.698197770017007e-06,0.11633591142311,0.1163350355157306,-8.759073794051275e-07
"[0, 0, -0.5]",1,2.0,-0.1224940115919589,-0.1224948156203031,-8.04028344195129e-07,-0.3556079911563202,-0.3556079728942738,1.826204637511708e-08
"[0, 0, -0.5]",2,2.0,-0.02778950351082708,-0.0277901478705967,-6.443597696213776e-07,-0.2609034830751884,-0.2609033051445674,1.7793062101478796e-07
"[0, 0, -0.5]",3,2.0,0.1880332484547578,0.1880324098035153,-8.386512425073711e-07,-0.045080731109603506,-0.0450807474704554,-1.6360851895491635e-08
"[0, 0, -0.5]",4,2.0,0.1880334017045226,0.1880325039002831,-8.978042395080266e-07,-0.04508057785983871,-0.04508065337368761,-7.55138488961471e-08
"[0, 0, -0.5]",5,0.0,0.2819169115982456,0.2819160206524445,-8.909458011352456e-07,0.048802932033884305,0.04880286337847378,-6.86554105233661e-08
"[0, 0, -0.5]",6,0.0,0.3484488784205795,0.348448490258437,-3.8816214248393877e-07,0.11533489885621817,0.1153353329844663,4.341282481279407e-07
"[0, 0, -0.5]",7,0.0,0.3484490319642229,0.3484486090480498,-4.2291617308176654e-07,0.11533505239986158,0.11533545177407911,3.9937421753011293e-07
"[0, 0, -0.5]",8,0.0,0.5001598673736054,0.5001597488417586,-1.1853184678223272e-07,0.2670458878092441,0.2670465915677879,7.037585438296468e-07
"[0, -0.5, 0]",1,2.0,-0.122494084702385,-0.122494815842719,-7.31140333998237e-07,-0.3556080642667463,-0.3556079731166897,9.11500566136425e-08
"[0, -0.5, 0]",2,2.0,-0.0277893522891409,-0.02779015214390344,-7.998547625412411e-07,-0.26090333185350223,-0.26090330941787415,2.2435628077577263e-08
"[0, -0.5, 0]",3,2.0,0.1880332526119998,0.1880324217747538,-8.308372460019697e-07,-0.04508072695236151,-0.0450807354992169,-8.546855390090258e-09
