map_index,k_index,target_states,auxiliary_states,ng,initial_source,initial_seed,initial_gram_norm,initial_imaginary_norm,initial_sha256,initial_unchanged,converged,iterations,elapsed_seconds,solver_n_matvec,operator_counts,counts_after_explicit_residual,orthogonality_frobenius,max_explicit_residual_ha
1,1,24,6,2777,Independent ComplexF64 Gaussian whole-column QR,63001,1.515824220993668e-14,3.868411396235862,2994bc5168f0bdda06748b1e9863cae0d298112ef9f4c5088809da876d122615,True,True,35,3.8167989253997803,1080,"{""full_mul_calls"":36,""full_columns"":1080,""fr_mul_calls"":36,""fr_columns"":1080,""common"":{""operator_mul_calls"":36,""operator_columns"":1080,""scalar_mul_calls"":72,""scalar_columns"":2160}}","{""full_mul_calls"":37,""full_columns"":1104,""fr_mul_calls"":37,""fr_columns"":1104,""common"":{""operator_mul_calls"":37,""operator_columns"":1104,""scalar_mul_calls"":74,""scalar_columns"":2208}}",5.540938344900915e-14,6.552159424992374e-11
1,2,24,6,2770,Independent ComplexF64 Gaussian whole-column QR,63002,1.7500874384450505e-14,3.8761006517818406,baae555abbdc51c5ae2027c554971249d370bbfb4a7f6ac9c1eacc336dfcb05b,True,True,35,2.263535976409912,1080,"{""full_mul_calls"":36,""full_columns"":1080,""fr_mul_calls"":36,""fr_columns"":1080,""common"":{""operator_mul_calls"":36,""operator_columns"":1080,""scalar_mul_calls"":72,""scalar_columns"":2160}}","{""full_mul_calls"":37,""full_columns"":1104,""fr_mul_calls"":37,""fr_columns"":1104,""common"":{""operator_mul_calls"":37,""operator_columns"":1104,""scalar_mul_calls"":74,""scalar_columns"":2208}}",4.6061558071060867e-14,6.563827548020068e-11
1,3,24,6,2770,Independent ComplexF64 Gaussian whole-column QR,63003,1.3809228243783476e-14,3.8760908856279634,55766c0b2914f710204e40c48e672f009510900a248e9f8d9eb0878c81594598,True,True,35,2.2504959106445312,1079,"{""full_mul_calls"":36,""full_columns"":1079,""fr_mul_calls"":36,""fr_columns"":1079,""common"":{""operator_mul_calls"":36,""operator_columns"":1079,""scalar_mul_calls"":72,""scalar_columns"":2158}}","{""full_mul_calls"":37,""full_columns"":1103,""fr_mul_calls"":37,""fr_columns"":1103,""common"":{""operator_mul_calls"":37,""operator_columns"":1103,""scalar_mul_calls"":74,""scalar_columns"":2206}}",4.5072847741743476e-14,9.238989255312735e-11
2,1,24,6,2777,Previous map from this run only,63001,5.756523663639913e-14,3.880966325315389,8e2e6b4a9cecee93eefde8034509331258474b34b5d4e495189fdadf6644c06a,True,True,21,1.46415114402771,660,"{""full_mul_calls"":22,""full_columns"":660,""fr_mul_calls"":22,""fr_columns"":660,""common"":{""operator_mul_calls"":22,""operator_columns"":660,""scalar_mul_calls"":44,""scalar_columns"":1320}}","{""full_mul_calls"":23,""full_columns"":684,""fr_mul_calls"":23,""fr_columns"":684,""common"":{""operator_mul_calls"":23,""operator_columns"":684,""scalar_mul_calls"":46,""scalar_columns"":1368}}",3.657884870771305e-14,6.731746743533801e-11
2,2,24,6,2770,Previous map from this run only,63002,5.121324445387312e-14,3.877436719847465,f0f6ff2c0a32aa63ea9bc5227c83b29fac8ec55ffbcbbd3619c829c9385b526c,True,True,23,1.4056220054626465,720,"{""full_mul_calls"":24,""full_columns"":720,""fr_mul_calls"":24,""fr_columns"":720,""common"":{""operator_mul_calls"":24,""operator_columns"":720,""scalar_mul_calls"":48,""scalar_columns"":1440}}","{""full_mul_calls"":25,""full_columns"":744,""fr_mul_calls"":25,""fr_columns"":744,""common"":{""operator_mul_calls"":25,""operator_columns"":744,""scalar_mul_calls"":50,""scalar_columns"":1488}}",4.2315577117223984e-14,5.2305211289421436e-11
2,3,24,6,2770,Previous map from this run only,63003,4.9969341424260306e-14,3.881018865331301,796379f985b371f5b788590461f4899d9660f08c4fd0baa8f4f841d5054dc465,True,True,23,1.3859641551971436,719,"{""full_mul_calls"":24,""full_columns"":719,""fr_mul_calls"":24,""fr_columns"":719,""common"":{""operator_mul_calls"":24,""operator_columns"":719,""scalar_mul_calls"":48,""scalar_columns"":1438}}","{""full_mul_calls"":25,""full_columns"":743,""fr_mul_calls"":25,""fr_columns"":743,""common"":{""operator_mul_calls"":25,""operator_columns"":743,""scalar_mul_calls"":50,""scalar_columns"":1486}}",3.7821569161792865e-14,9.188048618509414e-11
3,1,24,6,2777,Previous map from this run only,63001,4.1063734994573836e-14,3.8703974823270526,62d8510b91ceb1cd0bae9ebe0158ce5fa1ac5b55d92ab4a3328e48cabc8cf54a,True,True,20,1.2141590118408203,630,"{""full_mul_calls"":21,""full_columns"":630,""fr_mul_calls"":21,""fr_columns"":630,""common"":{""operator_mul_calls"":21,""operator_columns"":630,""scalar_mul_calls"":42,""scalar_columns"":1260}}","{""full_mul_calls"":22,""full_columns"":654,""fr_mul_calls"":22,""fr_columns"":654,""common"":{""operator_mul_calls"":22,""operator_columns"":654,""scalar_mul_calls"":44,""scalar_columns"":1308}}",3.219639261131078e-14,5.515761583708922e-11
3,2,24,6,2770,Previous map from this run only,63002,4.694359979684968e-14,3.864591944466196,6b02512b1112ce20877c2b0601f8165d86a1c64f09dd935c5e9a7de17d05e153,True,True,20,1.388772964477539,630,"{""full_mul_calls"":21,""full_columns"":630,""fr_mul_calls"":21,""fr_columns"":630,""common"":{""operator_mul_calls"":21,""operator_columns"":630,""scalar_mul_calls"":42,""scalar_columns"":1260}}","{""full_mul_calls"":22,""full_columns"":654,""fr_mul_calls"":22,""fr_columns"":654,""common"":{""operator_mul_calls"":22,""operator_columns"":654,""scalar_mul_calls"":44,""scalar_columns"":1308}}",3.771632203800598e-14,7.766260770835939e-11
3,3,24,6,2770,Previous map from this run only,63003,4.276244959889797e-14,3.874809339746495,a45b2e818c053411579584a6e8101022038370e558a711efeb7d59ee693a11df,True,True,20,1.2498979568481445,630,"{""full_mul_calls"":21,""full_columns"":630,""fr_mul_calls"":21,""fr_columns"":630,""common"":{""operator_mul_calls"":21,""operator_columns"":630,""scalar_mul_calls"":42,""scalar_columns"":1260}}","{""full_mul_calls"":22,""full_columns"":654,""fr_mul_calls"":22,""fr_columns"":654,""common"":{""operator_mul_calls"":22,""operator_columns"":654,""scalar_mul_calls"":44,""scalar_columns"":1308}}",3.5700434655152667e-14,8.343733204348938e-11
4,1,24,6,2777,Previous map from this run only,63001,3.6143173028259536e-14,3.8706376570670917,5ef99602bb97a1c79aaa75282cd48e07c1d59d1c31c06e3ab0c9c2b56c84a69f,True,True,19,1.1314480304718018,596,"{""full_mul_calls"":20,""full_columns"":596,""fr_mul_calls"":20,""fr_columns"":596,""common"":{""operator_mul_calls"":20,""operator_columns"":596,""scalar_mul_calls"":40,""scalar_columns"":1192}}","{""full_mul_calls"":21,""full_columns"":620,""fr_mul_calls"":21,""fr_columns"":620,""common"":{""operator_mul_calls"":21,""operator_columns"":620,""scalar_mul_calls"":42,""scalar_columns"":1240}}",3.108542929270238e-14,8.769063200586759e-11
4,2,24,6,2770,Previous map from this run only,63002,4.140373821075263e-14,3.8536998188836553,4f72849b3f63efdf6d1e487f6b917d94d7e91a5849efc8be94242805a4ac7011,True,True,19,1.325139045715332,600,"{""full_mul_calls"":20,""full_columns"":600,""fr_mul_calls"":20,""fr_columns"":600,""common"":{""operator_mul_calls"":20,""operator_columns"":600,""scalar_mul_calls"":40,""scalar_columns"":1200}}","{""full_mul_calls"":21,""full_columns"":624,""fr_mul_calls"":21,""fr_columns"":624,""common"":{""operator_mul_calls"":21,""operator_columns"":624,""scalar_mul_calls"":42,""scalar_columns"":1248}}",3.5190834023271776e-14,5.4900345070575184e-11
4,3,24,6,2770,Previous map from this run only,63003,3.9236767132192186e-14,3.8916806055714233,7454cf72e445b414d3c7d6b1cf2e9ac3a61ef17f287709551b0a8a7e0e11ca94,True,True,19,1.149709939956665,600,"{""full_mul_calls"":20,""full_columns"":600,""fr_mul_calls"":20,""fr_columns"":600,""common"":{""operator_mul_calls"":20,""operator_columns"":600,""scalar_mul_calls"":40,""scalar_columns"":1200}}","{""full_mul_calls"":21,""full_columns"":624,""fr_mul_calls"":21,""fr_columns"":624,""common"":{""operator_mul_calls"":21,""operator_columns"":624,""scalar_mul_calls"":42,""scalar_columns"":1248}}",2.9926116907139494e-14,5.822893337036451e-11
5,1,24,6,2777,Previous map from this run only,63001,3.354762701499032e-14,3.868909698207595,00f5002b2529edcc862e1ffe463f35044db9630b49e45d1798fa8bdbc01b4839,True,True,18,1.093533992767334,570,"{""full_mul_calls"":19,""full_columns"":570,""fr_mul_calls"":19,""fr_columns"":570,""common"":{""operator_mul_calls"":19,""operator_columns"":570,""scalar_mul_calls"":38,""scalar_columns"":1140}}","{""full_mul_calls"":20,""full_columns"":594,""fr_mul_calls"":20,""fr_columns"":594,""common"":{""operator_mul_calls"":20,""operator_columns"":594,""scalar_mul_calls"":40,""scalar_columns"":1188}}",2.89987056698945e-14,5.586568068662795e-11
5,2,24,6,2770,Previous map from this run only,63002,3.7500668254166835e-14,3.8588059344118872,24e0b04e38b9a3e615b11224ce81b5918581f3aa626f3c8a15d8254ce12cef0c,True,True,19,1.3246209621429443,600,"{""full_mul_calls"":20,""full_columns"":600,""fr_mul_calls"":20,""fr_columns"":600,""common"":{""operator_mul_calls"":20,""operator_columns"":600,""scalar_mul_calls"":40,""scalar_columns"":1200}}","{""full_mul_calls"":21,""full_columns"":624,""fr_mul_calls"":21,""fr_columns"":624,""common"":{""operator_mul_calls"":21,""operator_columns"":624,""scalar_mul_calls"":42,""scalar_columns"":1248}}",3.165451437317856e-14,4.257964934811002e-11
5,3,24,6,2770,Previous map from this run only,63003,3.5649299632667454e-14,3.845367249124725,d9fcf360c2656c50ae597c4483049d2c21af267bf070a5e65cdfe21485309f32,True,True,19,1.152163028717041,600,"{""full_mul_calls"":20,""full_columns"":600,""fr_mul_calls"":20,""fr_columns"":600,""common"":{""operator_mul_calls"":20,""operator_columns"":600,""scalar_mul_calls"":40,""scalar_columns"":1200}}","{""full_mul_calls"":21,""full_columns"":624,""fr_mul_calls"":21,""fr_columns"":624,""common"":{""operator_mul_calls"":21,""operator_columns"":624,""scalar_mul_calls"":42,""scalar_columns"":1248}}",3.3861931980686476e-14,4.350854312508798e-11
6,1,24,6,2777,Previous map from this run only,63001,3.4403732076079513e-14,3.8895204879314322,985b8d2ac537f11a4d2a08c87658f7ce685bfbf79a3e7ac82dfa848a95f8db34,True,True,17,1.223073959350586,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",2.990534381778408e-14,6.756151847860079e-11
6,2,24,6,2770,Previous map from this run only,63002,3.519833736043211e-14,3.8720343322748274,89074751001f70a36e6b6721887ca0247304d00a168cbdcce1cd9d8dddd8f46a,True,True,18,1.0943901538848877,570,"{""full_mul_calls"":19,""full_columns"":570,""fr_mul_calls"":19,""fr_columns"":570,""common"":{""operator_mul_calls"":19,""operator_columns"":570,""scalar_mul_calls"":38,""scalar_columns"":1140}}","{""full_mul_calls"":20,""full_columns"":594,""fr_mul_calls"":20,""fr_columns"":594,""common"":{""operator_mul_calls"":20,""operator_columns"":594,""scalar_mul_calls"":40,""scalar_columns"":1188}}",3.1488510172921116e-14,5.684765316176724e-11
6,3,24,6,2770,Previous map from this run only,63003,3.827821350355839e-14,3.8375085133177667,61eb9ad59749bffb5fdcef53bd2c09544aff802ca9ca583f0b574c8e4d3293a8,True,True,18,1.2661089897155762,570,"{""full_mul_calls"":19,""full_columns"":570,""fr_mul_calls"":19,""fr_columns"":570,""common"":{""operator_mul_calls"":19,""operator_columns"":570,""scalar_mul_calls"":38,""scalar_columns"":1140}}","{""full_mul_calls"":20,""full_columns"":594,""fr_mul_calls"":20,""fr_columns"":594,""common"":{""operator_mul_calls"":20,""operator_columns"":594,""scalar_mul_calls"":40,""scalar_columns"":1188}}",3.259641258116298e-14,5.6364049042652364e-11
7,1,24,6,2777,Previous map from this run only,63001,3.424198365326669e-14,3.8271853969820446,d08886ea9f993ddc1a038bea8912a1ba9a35bcc3c03ec07e66a59f10cd100377,True,True,17,1.0959861278533936,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",2.897578606565094e-14,5.833497566876927e-11
7,2,24,6,2770,Previous map from this run only,63002,3.515669408461936e-14,3.8517316291275745,1e0a35ff4aa6f6f17bcc305b845c1b8f94021032006b78988bd38b72053d35ea,True,True,17,1.0521430969238281,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",3.165895938297367e-14,8.645628687609098e-11
7,3,24,6,2770,Previous map from this run only,63003,3.7542661651102704e-14,3.8770596889922717,e761d5547e6ec04d2521a88829842d93c76588f82ae6c18ac7c8643db012477d,True,True,17,1.2097439765930176,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",2.90179444402226e-14,8.659184893366604e-11
8,1,24,6,2777,Previous map from this run only,63001,3.407970510520283e-14,3.795833290761565,946062e9ef19df2aab6facc7a9a89c774670773da2c20c314dcffaceb08f73ca,True,True,16,0.9800891876220703,510,"{""full_mul_calls"":17,""full_columns"":510,""fr_mul_calls"":17,""fr_columns"":510,""common"":{""operator_mul_calls"":17,""operator_columns"":510,""scalar_mul_calls"":34,""scalar_columns"":1020}}","{""full_mul_calls"":18,""full_columns"":534,""fr_mul_calls"":18,""fr_columns"":534,""common"":{""operator_mul_calls"":18,""operator_columns"":534,""scalar_mul_calls"":36,""scalar_columns"":1068}}",2.527053035228911e-14,7.486911051254025e-11
8,2,24,6,2770,Previous map from this run only,63002,3.3979651986919705e-14,3.875035441321803,0eb6c4d1521dc3a993bbe081932e5da1ca27e1fe2a368902c5143a35d62a487d,True,True,17,1.207474946975708,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",3.161527967811846e-14,4.2032223550721374e-11
8,3,24,6,2770,Previous map from this run only,63003,3.3845833240049163e-14,3.917382629169406,e26857db617800ac68d8279d05cd5179a297811b102a438b71ae81b2788a30c8,True,True,17,1.0411961078643799,540,"{""full_mul_calls"":18,""full_columns"":540,""fr_mul_calls"":18,""fr_columns"":540,""common"":{""operator_mul_calls"":18,""operator_columns"":540,""scalar_mul_calls"":36,""scalar_columns"":1080}}","{""full_mul_calls"":19,""full_columns"":564,""fr_mul_calls"":19,""fr_columns"":564,""common"":{""operator_mul_calls"":19,""operator_columns"":564,""scalar_mul_calls"":38,""scalar_columns"":1128}}",3.310445086061832e-14,4.2024543168400104e-11
9,1,24,6,2777,Previous map from this run only,63001,2.811610035994254e-14,3.886679914179387,90491dd32df3f6fb8d39b1e0111555b28789e91eb008842ad9d884e14e860047,True,True,17,1.1985070705413818,536,"{""full_mul_calls"":18,""full_columns"":536,""fr_mul_calls"":18,""fr_columns"":536,""common"":{""operator_mul_calls"":18,""operator_columns"":536,""scalar_mul_calls"":36,""scalar_columns"":1072}}","{""full_mul_calls"":19,""full_columns"":560,""fr_mul_calls"":19,""fr_columns"":560,""common"":{""operator_mul_calls"":19,""operator_columns"":560,""scalar_mul_calls"":38,""scalar_columns"":1120}}",3.52876567004499e-14,6.787801613543402e-11
9,2,24,6,2770,Previous map from this run only,63002,3.4281897357332633e-14,3.9189833230156625,4672a8d858a35d6f5eb55cfb55e72d89026dfba52ca650bc475891cdbfac5af0,True,True,16,0.9781150817871094,510,"{""full_mul_calls"":17,""full_columns"":510,""fr_mul_calls"":17,""fr_columns"":510,""common"":{""operator_mul_calls"":17,""operator_columns"":510,""scalar_mul_calls"":34,""scalar_columns"":1020}}","{""full_mul_calls"":18,""full_columns"":534,""fr_mul_calls"":18,""fr_columns"":534,""common"":{""operator_mul_calls"":18,""operator_columns"":534,""scalar_mul_calls"":36,""scalar_columns"":1068}}",2.9795648277858423e-14,9.347072579147183e-11
9,3,24,6,2770,Previous map from this run only,63003,3.790139183197823e-14,3.9262889836692714,9abc14901d360b6c018e741ce8897cf8abfda09ed7f733f0907d7c86c5644d45,True,True,16,1.152198076248169,510,"{""full_mul_calls"":17,""full_columns"":510,""fr_mul_calls"":17,""fr_columns"":510,""common"":{""operator_mul_calls"":17,""operator_columns"":510,""scalar_mul_calls"":34,""scalar_columns"":1020}}","{""full_mul_calls"":18,""full_columns"":534,""fr_mul_calls"":18,""fr_columns"":534,""common"":{""operator_mul_calls"":18,""operator_columns"":534,""scalar_mul_calls"":36,""scalar_columns"":1068}}",2.463784203710452e-14,9.362456010975505e-11
10,1,24,6,2777,Previous map from this run only,63001,3.7845203801242396e-14,3.8741571656066007,3d836ee21f14d65b8a97d8b5e88ad5a6aa1027f2068a8f16b85ac073ebb73609,True,True,18,0.9937188625335693,521,"{""full_mul_calls"":19,""full_columns"":521,""fr_mul_calls"":19,""fr_columns"":521,""common"":{""operator_mul_calls"":19,""operator_columns"":521,""scalar_mul_calls"":38,""scalar_columns"":1042}}","{""full_mul_calls"":20,""full_columns"":545,""fr_mul_calls"":20,""fr_columns"":545,""common"":{""operator_mul_calls"":20,""operator_columns"":545,""scalar_mul_calls"":40,""scalar_columns"":1090}}",2.9564707690139274e-14,9.305969569477945e-11
10,2,24,6,2770,Previous map from this run only,63002,3.298472274725859e-14,3.8971107374085516,a29263e03341cee319068a1a8cb245ac2b63c4adb8f2d6ca1501961c7f788809,True,True,19,1.2088720798492432,548,"{""full_mul_calls"":20,""full_columns"":548,""fr_mul_calls"":20,""fr_columns"":548,""common"":{""operator_mul_calls"":20,""operator_columns"":548,""scalar_mul_calls"":40,""scalar_columns"":1096}}","{""full_mul_calls"":21,""full_columns"":572,""fr_mul_calls"":21,""fr_columns"":572,""common"":{""operator_mul_calls"":21,""operator_columns"":572,""scalar_mul_calls"":42,""scalar_columns"":1144}}",3.136608885338124e-14,8.164506027924471e-11
10,3,24,6,2770,Previous map from this run only,63003,2.857268530861894e-14,3.906110267664502,57429e451ade3256328a0906ab79e4bdefad15e43db35a198f390faa30f5ef13,True,True,19,1.0830738544464111,548,"{""full_mul_calls"":20,""full_columns"":548,""fr_mul_calls"":20,""fr_columns"":548,""common"":{""operator_mul_calls"":20,""operator_columns"":548,""scalar_mul_calls"":40,""scalar_columns"":1096}}","{""full_mul_calls"":21,""full_columns"":572,""fr_mul_calls"":21,""fr_columns"":572,""common"":{""operator_mul_calls"":21,""operator_columns"":572,""scalar_mul_calls"":42,""scalar_columns"":1144}}",2.8365508023933908e-14,8.39529245729484e-11
11,1,24,6,2777,Previous map from this run only,63001,3.250678926753446e-14,3.774235851326966,0d3c34817fb66d14f0ce8040af252a5356a7b8d902188382e31ede0719d12bcb,True,True,20,1.2299931049346924,546,"{""full_mul_calls"":21,""full_columns"":546,""fr_mul_calls"":21,""fr_columns"":546,""common"":{""operator_mul_calls"":21,""operator_columns"":546,""scalar_mul_calls"":42,""scalar_columns"":1092}}","{""full_mul_calls"":22,""full_columns"":570,""fr_mul_calls"":22,""fr_columns"":570,""common"":{""operator_mul_calls"":22,""operator_columns"":570,""scalar_mul_calls"":44,""scalar_columns"":1140}}",3.046886387794505e-14,9.620222237646619e-11
11,2,24,6,2770,Previous map from this run only,63002,3.65344810208299e-14,3.8340318725511175,5dcb44f8c50543a1e828857e342c6baa5088fdcd8b89db22ac7154875fde940d,True,True,21,1.0465600490570068,560,"{""full_mul_calls"":22,""full_columns"":560,""fr_mul_calls"":22,""fr_columns"":560,""common"":{""operator_mul_calls"":22,""operator_columns"":560,""scalar_mul_calls"":44,""scalar_columns"":1120}}","{""full_mul_calls"":23,""full_columns"":584,""fr_mul_calls"":23,""fr_columns"":584,""common"":{""operator_mul_calls"":23,""operator_columns"":584,""scalar_mul_calls"":46,""scalar_columns"":1168}}",3.4137500609382606e-14,9.327488124124331e-11
11,3,24,6,2770,Previous map from this run only,63003,3.255186559256661e-14,3.827321207494467,522528215b3e80e5ced1771288c538911e00dfd51e173a11a6ea58b75c5f4507,True,True,21,1.2098050117492676,560,"{""full_mul_calls"":22,""full_columns"":560,""fr_mul_calls"":22,""fr_columns"":560,""common"":{""operator_mul_calls"":22,""operator_columns"":560,""scalar_mul_calls"":44,""scalar_columns"":1120}}","{""full_mul_calls"":23,""full_columns"":584,""fr_mul_calls"":23,""fr_columns"":584,""common"":{""operator_mul_calls"":23,""operator_columns"":584,""scalar_mul_calls"":46,""scalar_columns"":1168}}",2.6794131202411276e-14,9.336647606994324e-11
12,1,24,6,2777,Previous map from this run only,63001,3.924230593032116e-14,3.8596466819294157,ebc56b06fd104e265d654366500f83dae37344437bf6cbe40bcd947917ca8f10,True,True,21,1.2065050601959229,558,"{""full_mul_calls"":22,""full_columns"":558,""fr_mul_calls"":22,""fr_columns"":558,""common"":{""operator_mul_calls"":22,""operator_columns"":558,""scalar_mul_calls"":44,""scalar_columns"":1116}}","{""full_mul_calls"":23,""full_columns"":582,""fr_mul_calls"":23,""fr_columns"":582,""common"":{""operator_mul_calls"":23,""operator_columns"":582,""scalar_mul_calls"":46,""scalar_columns"":1164}}",2.983120956269981e-14,9.001637763405013e-11
12,2,24,6,2770,Previous map from this run only,63002,3.8051672078407966e-14,3.9695538016061165,f0db96cc6796afb8f5206316d3d65f6da6e88f70de8d2538fd3a640e429d9f10,True,True,22,1.0969619750976562,586,"{""full_mul_calls"":23,""full_columns"":586,""fr_mul_calls"":23,""fr_columns"":586,""common"":{""operator_mul_calls"":23,""operator_columns"":586,""scalar_mul_calls"":46,""scalar_columns"":1172}}","{""full_mul_calls"":24,""full_columns"":610,""fr_mul_calls"":24,""fr_columns"":610,""common"":{""operator_mul_calls"":24,""operator_columns"":610,""scalar_mul_calls"":48,""scalar_columns"":1220}}",3.5681280357119505e-14,9.273902906611389e-11
12,3,24,6,2770,Previous map from this run only,63003,3.209975186491383e-14,3.95518496229647,d20cab443ea7340b5882a8fb67118b458850b33ebf5dad1012c3b94e915f6249,True,True,22,1.2604119777679443,586,"{""full_mul_calls"":23,""full_columns"":586,""fr_mul_calls"":23,""fr_columns"":586,""common"":{""operator_mul_calls"":23,""operator_columns"":586,""scalar_mul_calls"":46,""scalar_columns"":1172}}","{""full_mul_calls"":24,""full_columns"":610,""fr_mul_calls"":24,""fr_columns"":610,""common"":{""operator_mul_calls"":24,""operator_columns"":610,""scalar_mul_calls"":48,""scalar_columns"":1220}}",3.369933230500002e-14,9.75473849917545e-11
13,1,24,6,2777,Previous map from this run only,63001,3.257284539975398e-14,3.8585457497574778,38e2dc36e157e4fa8d1a49b9f49b4a4d6295f3d4daf90e1b185a211f33252dc8,True,True,23,1.0747220516204834,581,"{""full_mul_calls"":24,""full_columns"":581,""fr_mul_calls"":24,""fr_columns"":581,""common"":{""operator_mul_calls"":24,""operator_columns"":581,""scalar_mul_calls"":48,""scalar_columns"":1162}}","{""full_mul_calls"":25,""full_columns"":605,""fr_mul_calls"":25,""fr_columns"":605,""common"":{""operator_mul_calls"":25,""operator_columns"":605,""scalar_mul_calls"":50,""scalar_columns"":1210}}",2.88031460080221e-14,8.762039109674835e-11
13,2,24,6,2770,Previous map from this run only,63002,3.8301936385694295e-14,3.861228485808925,c0d0deaa63be078584bdc84d94a70a9726a1db73f1508ad73785ffc3da4d8f99,True,True,27,1.3163750171661377,623,"{""full_mul_calls"":28,""full_columns"":623,""fr_mul_calls"":28,""fr_columns"":623,""common"":{""operator_mul_calls"":28,""operator_columns"":623,""scalar_mul_calls"":56,""scalar_columns"":1246}}","{""full_mul_calls"":29,""full_columns"":647,""fr_mul_calls"":29,""fr_columns"":647,""common"":{""operator_mul_calls"":29,""operator_columns"":647,""scalar_mul_calls"":58,""scalar_columns"":1294}}",3.166389730889816e-14,9.448030095949488e-11
13,3,24,6,2770,Previous map from this run only,63003,3.813189388595199e-14,3.873046507694259,8b5552e8fa785fd7c8e675b6b99be31a30e53f58c8f9c08f3d394a7b01dfcb65,True,True,26,1.134512186050415,616,"{""full_mul_calls"":27,""full_columns"":616,""fr_mul_calls"":27,""fr_columns"":616,""common"":{""operator_mul_calls"":27,""operator_columns"":616,""scalar_mul_calls"":54,""scalar_columns"":1232}}","{""full_mul_calls"":28,""full_columns"":640,""fr_mul_calls"":28,""fr_columns"":640,""common"":{""operator_mul_calls"":28,""operator_columns"":640,""scalar_mul_calls"":56,""scalar_columns"":1280}}",3.3794787602599306e-14,9.653009199606813e-11
14,1,24,6,2777,Previous map from this run only,63001,3.3214061167452084e-14,3.8677167721315975,817b3d5ea6f0785c30746edc8ad0afe792c76f4ebf34d5acb50565832f4148f7,True,True,22,1.0450010299682617,563,"{""full_mul_calls"":23,""full_columns"":563,""fr_mul_calls"":23,""fr_columns"":563,""common"":{""operator_mul_calls"":23,""operator_columns"":563,""scalar_mul_calls"":46,""scalar_columns"":1126}}","{""full_mul_calls"":24,""full_columns"":587,""fr_mul_calls"":24,""fr_columns"":587,""common"":{""operator_mul_calls"":24,""operator_columns"":587,""scalar_mul_calls"":48,""scalar_columns"":1174}}",2.7706499639819444e-14,8.619086328517082e-11
14,2,24,6,2770,Previous map from this run only,63002,3.4398155312583743e-14,3.793232002935418,04c48728f65fca1c3996f420edaee530e566cd52b2c21587bdc8e735bcc2dfee,True,True,27,1.3300318717956543,620,"{""full_mul_calls"":28,""full_columns"":620,""fr_mul_calls"":28,""fr_columns"":620,""common"":{""operator_mul_calls"":28,""operator_columns"":620,""scalar_mul_calls"":56,""scalar_columns"":1240}}","{""full_mul_calls"":29,""full_columns"":644,""fr_mul_calls"":29,""fr_columns"":644,""common"":{""operator_mul_calls"":29,""operator_columns"":644,""scalar_mul_calls"":58,""scalar_columns"":1288}}",3.128335568748689e-14,9.751211101400234e-11
14,3,24,6,2770,Previous map from this run only,63003,3.669991765805335e-14,3.898831131932486,14a076488c441a1a55cdabe10abfba45674eddcce672b27bdd039cb2aac8d87d,True,True,28,1.1517908573150635,630,"{""full_mul_calls"":29,""full_columns"":630,""fr_mul_calls"":29,""fr_columns"":630,""common"":{""operator_mul_calls"":29,""operator_columns"":630,""scalar_mul_calls"":58,""scalar_columns"":1260}}","{""full_mul_calls"":30,""full_columns"":654,""fr_mul_calls"":30,""fr_columns"":654,""common"":{""operator_mul_calls"":30,""operator_columns"":654,""scalar_mul_calls"":60,""scalar_columns"":1308}}",2.716334813262893e-14,9.347371070765889e-11
