reference,k_index,coordinate_fractional,band_index,reference_eigenvalue_ha,qe_eigenvalue_ha,reference_occupation,qe_occupation,reference_group,occupation_classification_matches,raw_difference_ha,raw_difference_ev,global_reference_difference_ha,global_reference_difference_ev
B,3,"[-0.125,-0.0625,0.1875]",10,-0.1618611320535128,-0.1526724870371793,1.0,1.0,occupied,True,-0.009188645016333485,-0.2500357686166589,0.0,0.0
B,3,"[-0.125,-0.0625,0.1875]",11,0.0037121043868500146,0.01289852182662249,1.1123168892785072e-36,8.540197387321608e-37,empty,True,-0.009186417439772476,-0.24997515317046473,2.227576561014688e-06,6.061544619426474e-05
B,3,"[-0.125,-0.0625,0.1875]",12,0.003712145448865285,0.01289860859435563,1.1122712162431496e-36,8.539456405900871e-37,empty,True,-0.009186463145490344,-0.2499763968864073,2.18187084313759e-06,5.937173025146118e-05
B,3,"[-0.125,-0.0625,0.1875]",13,0.0269399101292753,0.03612597188764095,9.089095589305052e-47,6.980949853818408e-47,empty,True,-0.009186061758365647,-0.249965474586323,2.5832579678419787e-06,7.029403033595605e-05
B,3,"[-0.125,-0.0625,0.1875]",14,0.02693996389646074,0.03612605507521738,9.088606907354714e-47,6.980369149672965e-47,empty,True,-0.009186091178756638,-0.24996627515594577,2.553837576857454e-06,6.949346071336837e-05
B,3,"[-0.125,-0.0625,0.1875]",15,0.047153697603563874,0.05633573850648024,1.512809741578563e-55,1.166606509063513e-55,empty,True,-0.009182040902916369,-0.24985606153565346,6.604113417130186e-06,0.00017970708100579493
B,3,"[-0.125,-0.0625,0.1875]",16,0.047153744898658125,0.0563358021057172,1.512738194791218e-55,1.166532316139012e-55,empty,True,-0.009182057207059079,-0.24985650519397812,6.587809274399836e-06,0.00017926342268054978
B,3,"[-0.125,-0.0625,0.1875]",17,0.09932708162513536,0.1085136426297659,3.3202556901517924e-78,2.548875114858886e-78,empty,True,-0.009186561004630542,-0.24997905976926893,2.084011702929711e-06,5.6708847389564984e-05
B,3,"[-0.125,-0.0625,0.1875]",18,0.09932712922988597,0.1085136677723561,3.3200976339697173e-78,2.54881103034195e-78,empty,True,-0.009186538542470132,-0.2499784485427461,2.1064738633391755e-06,5.73200739123861e-05
B,3,"[-0.125,-0.0625,0.1875]",19,0.1254630868182931,0.1346439629149657,1.4806373320506545e-89,0.0,empty,True,-0.009180876096672591,-0.24982436554305226,7.76891966092208e-06,0.00021140307360734646
B,3,"[-0.125,-0.0625,0.1875]",20,0.12546311410941005,0.1346439960287221,1.4805969243554315e-89,0.0,empty,True,-0.009180881919312045,-0.24982452398514343,7.763097021440402e-06,0.00021124463151543941
B,3,"[-0.125,-0.0625,0.1875]",21,0.14737674083317095,0.1565643998712954,4.502665433174696e-99,0.0,empty,True,-0.009187659038124435,-0.2500089387827823,9.859782090226865e-07,2.682983387583691e-05
B,3,"[-0.125,-0.0625,0.1875]",22,0.14737674642775195,0.156564446453059,4.502640242718754e-99,0.0,empty,True,-0.009187700025307055,-0.2500100541008397,9.449910264303085e-07,2.5714515819181166e-05
B,3,"[-0.125,-0.0625,0.1875]",23,0.17155259744007934,0.1807379133750099,1.4257013426713626e-109,0.0,empty,True,-0.009185315934930577,-0.24994517969676,3.329081402936307e-06,9.058891989961215e-05
B,3,"[-0.125,-0.0625,0.1875]",24,0.17155260460547986,0.1807379226880312,1.4256911269868632e-109,0.0,empty,True,-0.009185318082551353,-0.24994523813649844,3.3269337821328904e-06,9.053048016042049e-05
