reference,k_index,coordinate_fractional,band_index,reference_eigenvalue_ha,qe_eigenvalue_ha,reference_occupation,qe_occupation,reference_group,occupation_classification_matches,raw_difference_ha,raw_difference_ev,global_reference_difference_ha,global_reference_difference_ev
B,1,"[0.0,0.0,0.0]",4,-1.6706679272848604,-1.661499453064246,1.0,1.0,occupied,True,-0.009168474220614398,-0.249486893303458,2.0170795719032242e-05,0.0005488753131993664
B,1,"[0.0,0.0,0.0]",5,-1.6619559041740135,-1.652785545715813,1.0,1.0,occupied,True,-0.009170358458200578,-0.24953816602019474,1.8286558132851738e-05,0.0004976025964626138
B,1,"[0.0,0.0,0.0]",6,-1.6619559041740133,-1.652785545715811,1.0,1.0,occupied,True,-0.009170358458202355,-0.2495381660202431,1.828655813107538e-05,0.0004976025964142767
B,1,"[0.0,0.0,0.0]",7,-1.661768592521668,-1.652602182644505,1.0,1.0,occupied,True,-0.009166409877163106,-0.24943071965646055,2.2235139170323492e-05,0.000605048960196814
B,1,"[0.0,0.0,0.0]",8,-1.6617685925216659,-1.652602182644503,1.0,1.0,occupied,True,-0.009166409877162884,-0.2494307196564545,2.2235139170545537e-05,0.0006050489602028562
B,1,"[0.0,0.0,0.0]",9,-0.16839752452506868,-0.1592091612709129,1.0,1.0,occupied,True,-0.009188363254155785,-0.25002810147721194,2.817621777007062e-07,7.667139446922652e-06
B,1,"[0.0,0.0,0.0]",10,-0.1683975245250678,-0.1592091612709124,1.0,1.0,occupied,True,-0.009188363254155396,-0.2500281014772014,2.817621780892843e-07,7.6671394574964e-06
B,1,"[0.0,0.0,0.0]",11,0.05133330181710102,0.06051999770815743,2.3152893067032346e-57,1.777148474510375e-57,empty,True,-0.009186695891056411,-0.2499827302159026,1.949125277067587e-06,5.3038400756090845e-05
B,1,"[0.0,0.0,0.0]",12,0.05133330181710185,0.06051999770815852,2.315289306701326e-57,1.777148474508405e-57,empty,True,-0.009186695891056668,-0.24998273021590958,1.949125276817787e-06,5.303840074929343e-05
B,1,"[0.0,0.0,0.0]",13,0.051645598947307594,0.06082948730451875,1.6942455186935316e-57,1.304109591830065e-57,empty,True,-0.009183888357211158,-0.24990633332804074,4.756659122334694e-06,0.00012943528861831836
B,1,"[0.0,0.0,0.0]",14,0.051645598947308455,0.0608294873045253,1.6942455186921353e-57,1.30410959182154e-57,empty,True,-0.009183888357216848,-0.24990633332819556,4.756659116617046e-06,0.0001294352884627332
B,1,"[0.0,0.0,0.0]",15,0.051823320179086065,0.06100683133087546,1.4183812949241317e-57,1.092180849199874e-57,empty,True,-0.009183511151789399,-0.24989606904561518,5.1338645440934805e-06,0.00013969957104387486
B,1,"[0.0,0.0,0.0]",16,0.051823320179086224,0.06100683133088586,1.4183812949238898e-57,1.092180849188513e-57,empty,True,-0.009183511151799634,-0.24989606904589368,5.133864533851673e-06,0.00013969957076518107
B,1,"[0.0,0.0,0.0]",17,0.05640445888115713,0.06559166867108765,1.4528799691002484e-59,1.114615299164162e-59,empty,True,-0.009187209789930519,-0.2499967141166573,1.4352264029737771e-06,3.9054500001749425e-05
B,1,"[0.0,0.0,0.0]",18,0.05640445888115721,0.06559166867109256,1.4528799691001246e-59,1.114615299158649e-59,empty,True,-0.009187209789935355,-0.24999671411678892,1.435226398144307e-06,3.9054499870332846e-05
