reference,k_index,coordinate_fractional,band_index,reference_eigenvalue_ha,qe_eigenvalue_ha,reference_occupation,qe_occupation,reference_group,occupation_classification_matches,raw_difference_ha,raw_difference_ev,global_reference_difference_ha,global_reference_difference_ev
B,1,"[0.0,0.0,0.0]",5,-1.6619559041740135,-1.652785108001084,1.0,1.0,occupied,True,-0.009170796172929485,-0.2495500768447486,1.774314371094654e-05,0.000482815536736515
B,1,"[0.0,0.0,0.0]",6,-1.6619559041740133,-1.652785108001082,1.0,1.0,occupied,True,-0.009170796172931261,-0.2495500768447969,1.7743143709170184e-05,0.00048281553668817783
B,1,"[0.0,0.0,0.0]",7,-1.661768592521668,-1.652601749147876,1.0,1.0,occupied,True,-0.009166843373792144,-0.2494425157006696,2.1695942848287686e-05,0.0005903766808154854
B,1,"[0.0,0.0,0.0]",8,-1.6617685925216659,-1.652601749147871,1.0,1.0,occupied,True,-0.009166843373794809,-0.2494425157007421,2.169594284562315e-05,0.0005903766807429797
B,1,"[0.0,0.0,0.0]",9,-0.16839752452506868,-0.1592092749502884,1.0,1.0,occupied,True,-0.009188249574780288,-0.2500250081038171,2.897418601988111e-07,7.884277669498877e-06
B,1,"[0.0,0.0,0.0]",10,-0.1683975245250678,-0.1592092749502856,1.0,1.0,occupied,True,-0.009188249574782176,-0.25002500810386846,2.8974185831143195e-07,7.884277618140676e-06
B,1,"[0.0,0.0,0.0]",11,0.05133330181710102,0.06051991280831323,2.3152893067032346e-57,1.77729936054401e-57,empty,True,-0.009186610991212214,-0.24998041997344994,1.928325428279809e-06,5.247240803686862e-05
B,1,"[0.0,0.0,0.0]",12,0.05133330181710185,0.06051991280831323,2.315289306701326e-57,1.77729936054401e-57,empty,True,-0.009186610991211382,-0.24998041997342726,1.9283254291124763e-06,5.247240805952665e-05
B,1,"[0.0,0.0,0.0]",13,0.051645598947307594,0.06082939159305185,1.6942455186935316e-57,1.304234416045572e-57,empty,True,-0.009183792645744253,-0.24990372888634663,4.746670896255134e-06,0.00012916349514055525
B,1,"[0.0,0.0,0.0]",14,0.051645598947308455,0.0608293915930537,1.6942455186921353e-57,1.304234416043162e-57,empty,True,-0.009183792645745245,-0.24990372888637363,4.746670895228178e-06,0.00012916349511261034
B,1,"[0.0,0.0,0.0]",15,0.051823320179086065,0.06100672751265537,1.4183812949241317e-57,1.092294243357766e-57,empty,True,-0.009183407333569309,-0.24989324400792895,5.131983071171575e-06,0.00013964837355748554
B,1,"[0.0,0.0,0.0]",16,0.051823320179086224,0.06100672751265838,1.4183812949238898e-57,1.092294243354444e-57,empty,True,-0.009183407333572154,-0.24989324400800636,5.1319830683405065e-06,0.00013964837348044823
B,1,"[0.0,0.0,0.0]",17,0.05640445888115713,0.06559085277096612,1.4528799691002484e-59,1.115525085018926e-59,empty,True,-0.009186393889808984,-0.2499745123433121,2.145426831495767e-06,5.838003817432251e-05
B,1,"[0.0,0.0,0.0]",18,0.05640445888115721,0.06559085277096681,1.4528799691001246e-59,1.115525085018165e-59,empty,True,-0.009186393889809602,-0.2499745123433289,2.1454268309129e-06,5.838003815846189e-05
B,1,"[0.0,0.0,0.0]",19,0.09354014131029723,0.1027211411499545,1.0824498273205532e-75,8.356029919081802e-76,empty,True,-0.00918099983965727,-0.2498277327612036,7.539476983231541e-06,0.00020515962028339708
B,1,"[0.0,0.0,0.0]",20,0.09354014131029759,0.1027211411499712,1.082449827320184e-75,8.35602991894263e-76,empty,True,-0.009180999839673618,-0.24982773276164844,7.5394769668557515e-06,0.00020515961983778915
B,1,"[0.0,0.0,0.0]",21,0.09368651173632925,0.1028745518917121,9.350609215227756e-76,7.167612987250946e-76,empty,True,-0.009188040155382854,-0.25001930951170614,4.991612576610294e-07,1.3582869781243912e-05
B,1,"[0.0,0.0,0.0]",22,0.09368651173633004,0.1028745518917362,9.350609215220314e-76,7.167612987078397e-76,empty,True,-0.009188040155406155,-0.2500193095123402,4.991612343463459e-07,1.3582869146819053e-05
B,1,"[0.0,0.0,0.0]",23,0.2447916347905861,0.2539729357379036,2.2218706767542748e-141,0.0,empty,True,-0.009181300947317478,-0.24983592631804713,7.238369323037119e-06,0.00019696606344022307
B,1,"[0.0,0.0,0.0]",24,0.2447916347905864,0.253972935833603,2.221870676753517e-141,0.0,empty,True,-0.009181301043016565,-0.24983592892215198,7.23827362392182e-06,0.00019696345933463327
B,2,"[0.125,0.0625,-0.1875]",1,-3.2990329996764296,-3.289852521486123,1.0,1.0,occupied,True,-0.009180478190306651,-0.24981353795923894,8.061126333558377e-06,0.00021935442224010567
B,2,"[0.125,0.0625,-0.1875]",2,-3.2990329996122,-3.289852521396671,1.0,1.0,occupied,True,-0.009180478215529142,-0.2498135386455779,8.061101111067615e-06,0.00021935373590116744
B,2,"[0.125,0.0625,-0.1875]",3,-1.6698394183220604,-1.66066786232185,1.0,1.0,occupied,True,-0.009171556000210357,-0.24957075279836863,1.698331643007478e-05,0.00046213958311648
B,2,"[0.125,0.0625,-0.1875]",4,-1.6698392843970074,-1.660667394793035,1.0,1.0,occupied,True,-0.009171889603972305,-0.24957983061918812,1.6649712668126426e-05,0.00045306176229699104
B,2,"[0.125,0.0625,-0.1875]",5,-1.6617473024400644,-1.652578195115483,1.0,1.0,occupied,True,-0.009169107324581427,-0.24950412094003868,1.94319920590047e-05,0.0005287714414464124
B,2,"[0.125,0.0625,-0.1875]",6,-1.661747231030168,-1.652577867628052,1.0,1.0,occupied,True,-0.009169363402115938,-0.24951108916473919,1.9175914524494075e-05,0.0005218032167459254
